,Surgeons,Hospitals,Avg Review,% Negative Outcome,Class,Predicted Class,Rating
1262,Dr. Jonathan M. Philpott,Sentara Norfolk General Hospital;Sentara Virginia Beach General Hospital;,4.536842105263158,38.0,3,2,2 stars
1264,Dr. Joseph F. Rowe,Carilion Roanoke Memorial Hospital;,5.0,37.2,3,2,2 stars
1265,Dr. Kenneth E. Saum,Memorial Hospital of Carbondale;Winchester Medical Center;Centra Lynchburg General/Centra Virginia Baptist;,4.78993288590604,19.2,2,2,2 stars
1266,Dr. Steven Sorrells Scott,Riverside Regional Medical Center;,4.535849056603774,16.6,1,2,2 stars
1267,Dr. John Sherwood,Mary Washington Hospital;,4.488636363636363,25.2,2,2,2 stars
1268,Dr. Bethany B. Tan,Sentara Leigh Hospital;,4.778947368421052,33.8,2,2,2 stars
1269,Dr. Christopher D. Willms,Sentara Martha Jefferson Hospital;,4.866357308584687,32.3,2,2,2 stars
1270,Dr. Ralph Williams Aye,Swedish/First Hill;,3.9,14.9,1,2,2 stars
1271,Dr. George Albert Berni,Harrison Medical Center;,4.278947368421053,29.8,2,1,3 stars
1272,Dr. Juan A. Cordero,Kadlec Regional Medical Center;,4.636697247706422,11.9,1,2,2 stars
1273,Dr. Kimberly E. Costas,Providence Regional Medical Center Everett;,4.610447761194029,34.1,2,2,2 stars
1274,Dr. Alexander Soheil Farivar,Swedish/First Hill;,3.6,20.5,2,3,1 star
1275,Dr. Farhood Farjah,University of Washington Medical Center;,4.25,45.9,3,2,2 stars
1276,Dr. Allen Henry Graeve,Allenmore Hospital/Tacoma General Hospital;,4.836363636363637,19.1,2,1,3 stars
1278,Dr. Michal Hubka,Virginia Mason Hospital and Medical Center;,4.739130434782608,19.0,2,2,2 stars
1280,Dr. Richard Joseph Leone,PeaceHealth St. Joseph Medical Center;,4.6,20.2,2,2,2 stars
1281,Dr. Mark M. Levinson,Hutchinson Regional Medical Center;Central Washington Hospital;,4.589655172413794,23.2,2,1,3 stars
1282,Dr. Brian E. Louie,Swedish/First Hill;,4.018367346938776,28.1,2,2,2 stars
1284,Dr. Jerome Michael Mcdonald,St. Joseph's Medical Center;Sentara RMH Medical Center;Dameron Hospital;,3.9181818181818184,21.8,2,3,1 star
1285,Dr. Michael Mulligan,University of Washington Medical Center;,2.719587628865979,25.5,2,3,1 star
1286,Dr. Daniel Elroy Mumme,Allenmore Hospital/Tacoma General Hospital;,5.0,12.7,1,2,2 stars
1288,Dr. Dennis Darrel Nichols,Allenmore Hospital/Tacoma General Hospital;,4.940740740740741,12.3,1,2,2 stars
1289,Dr. Steven J. Nisco,Providence Sacred Heart Medical Center;Deaconess Medical Center;Kootenai Medical Center;,4.166666666666667,16.6,1,2,2 stars
1290,Dr. Ronald R. Quinton,Providence St. Peter Hospital;,4.164285714285714,46.1,3,1,3 stars
1291,Dr. Kevin Dewey Robinson,Providence St. Peter Hospital;,3.688888888888888,31.2,2,3,1 star
1297,Dr. Douglas E. Wood,University of Washington Medical Center;,4.1,22.5,2,2,2 stars
1301,Dr. Geoffrey R. Cousins,"CAMC</li> <li class=""checkconfirm"" style=""""><span>   </span>Ruby Memorial Hospital;Thomas Memorial Hospital;",4.167692307692307,25.6,2,2,2 stars
1304,Dr. Adam J. Hansen,United Hospital Center;,4.55,9.0,1,2,2 stars
1311,Dr. Nicholas Vito Augelli,Genesis Medical Center;,4.369230769230769,21.0,2,2,2 stars
1312,Dr. Thomas T. Carmody,Mayo Clinic Health System in Eau Claire;Mayo Clinic Hospital St. Marys Campus;,4.0,20.3,2,2,2 stars
1317,Dr. Steven J. Gerndt,Bellin Memorial Hospital;,4.414545454545454,17.7,2,3,1 star
1319,Dr. James David Hall,Wheaton Franciscan Healthcare All Saints;Providence Little Company of Mary (Torrance);Wheaton Franciscan Healthcare St. Francis;Torrance Memorial Medical Center;,4.735714285714286,25.3,2,2,2 stars
1320,Dr. John A. Johnkoski,Aspirus Wausau Hospital;,5.0,15.1,1,2,2 stars
1321,Dr. David W. Johnstone,Dartmouth-Hitchcock Medical Center;Froedtert Hospital;Community Memorial Hospital (Menomonee);,5.0,15.5,1,1,3 stars
1323,Dr. Chong Chin Lee,St. Clare's Hospital;,2.909090909090909,26.7,2,3,1 star
1324,Dr. Vincent Gregory Lee,Yavapai Regional Medical Center - West;Meriter Hospital;,4.3,21.1,2,2,2 stars
1326,Dr. James D. Maloney,UW Hospital and Clinics;Meriter Hospital;,2.9749999999999996,22.2,2,3,1 star
1329,Dr. Daryl P. Pearlstein,Waukesha Memorial Hospital;Columbia St. Mary's Hospital Milwaukee;Froedtert Hospital;,5.0,26.8,2,2,2 stars
1330,Dr. Charles F. Reuben,Wheaton Franciscan;Community Memorial Hospital (Menomonee);Waukesha Memorial Hospital;,4.2,27.9,2,1,3 stars
1331,Dr. Fernando A. Riveron,Aspirus Wausau Hospital;,3.841176470588235,28.9,2,3,1 star
1332,Dr. Alexander Roitstein,Aurora BayCare Medical Center;,4.789655172413794,17.4,1,2,2 stars
1333,Dr. John Forrest Seccombe,HSHS St. Vincent Hospital;,4.504347826086957,22.3,2,2,2 stars
1334,Dr. Paul E. Seifert,Waukesha Memorial Hospital;Wheaton Franciscan;Community Memorial Hospital (Menomonee);,4.35,20.4,2,1,3 stars
1337,Dr. John L. Waciuma,HSHS Sacred Heart Hospital;,4.8,15.7,1,1,3 stars
1338,Dr. Robert J. Wiechmann,Mayo Clinic Health System in Eau Claire;Mayo Clinic Hospital St. Marys Campus;,5.0,23.4,2,1,3 stars
