,Hospital,City,State,ZIP Code,Score,Score URL
192,Kaiser Permanente Modesto and Manteca Medical Centers,Manteca,CA,95337-5187,44.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
193,Desert Valley Hospital,Victorville,CA,92395-5795,44.0,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
194,Mercy Medical Center (Merced),Merced,CA,95340-8319,44.0,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolo
195,Sutter Solano Medical Center,Vallejo,CA,94589-2574,43.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
196,Marshall Medical Center (Placerville),Placerville,CA,95667-5722,43.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
197,Rideout Memorial Hospital,Marysville,CA,95901-5600,43.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
198,Alameda Hospital,Alameda,CA,94501-4397,42.9,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
199,Glendale Memorial Hospital,Glendale,CA,91204-2594,42.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0.6"""
200,San Ramon Regional Medical Center,San Ramon,CA,94583-5400,42.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
201,Centinela Hospital Medical Center,Inglewood,CA,90301-4011,42.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
202,Mercy Hospitals of Bakersfield,Bakersfield,CA,93301-3698,42.4,/best-hospitals/area/co/national-jewish-health-6840315/pul
203,Kaiser Permanente Panorama City Medical Center,Panorama City,CA,91402-5497,42.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0.6"" p"
204,St. Bernardine Medical Center,San Bernardino,CA,92404-4855,41.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
205,Washington Hospital,Fremont,CA,94538-1746,41.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
206,Doctors Medical Center,Modesto,CA,95350-4418,41.6,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
207,Desert Regional Medical Center,Palm Springs,CA,92262-4872,40.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
208,Lakewood Regional Medical Center,Lakewood,CA,90712-1498,40.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
209,San Dimas Community Hospital,San Dimas,CA,91773-3219,40.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
210,Los Robles Hospital and Medical Center,Thousand Oaks,CA,91360-1899,39.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing"
211,Southwest Healthcare System-Murrieta,Murrieta,CA,92562-5965,39.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
212,Citrus Valley Medical Center,Covina,CA,91723-1515,39.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
213,Sherman Oaks Hospital,Sherman Oaks,CA,91403-1777,39.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
214,San Antonio Community Hospital,Upland,CA,91786-4920,39.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
215,Corona Regional Medical Center,Corona,CA,92882-3400,38.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
216,Bakersfield Memorial Hospital,Bakersfield,CA,93301-2237,38.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
217,West Anaheim Medical Center,Anaheim,CA,92804-3183,38.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
218,St. Mary's Medical Center (San Francisco),San Francisco,CA,94117-1079,37.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
219,Olympia Medical Center,Los Angeles,CA,90036-4671,37.3,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
220,Valley Presbyterian Hospital,Van Nuys,CA,91405-4597,37.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
221,Marian Medical Center,Santa Maria,CA,93454-5906,36.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
222,Regional Medical Center of San Jose,San Jose,CA,95116-1603,35.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
223,St. Francis Memorial Hospital-San Francisco,San Francisco,CA,94109-4899,35.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
224,Dominican Hospital,Santa Cruz,CA,95065-1794,34.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
225,Mission Community Hospital,Panorama City,CA,91402-4677,34.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
226,Paradise Valley Hospital,National City,CA,91950-2099,34.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
227,West Hills Hospital and Medical Center,West Hills,CA,91307-1900,33.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing"
228,Emanuel Medical Center,Turlock,CA,95382-2016,33.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
229,St. Mary Medical Center-Apple Valley,Apple Valley,CA,92307-2206,33.4,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
230,Tri-City Medical Center,Oceanside,CA,92056-4593,33.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
231,Good Samaritan Hospital (San Jose),San Jose,CA,95124-3997,32.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
232,Adventist Medical Center-Hanford,Hanford,CA,93230-3513,30.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
233,AHMC Anaheim Regional Medical Center,Anaheim,CA,92801-2881,30.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
234,Redlands Community Hospital,Redlands,CA,92373-0742,30.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
235,St. Francis Medical Center-Lynwood,Lynwood,CA,90262-2636,27.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
236,St. Joseph's Medical Center,Stockton,CA,95204-6019,27.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
237,Community Regional Medical Center,Fresno,CA,93721-1324,25.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
238,Riverside Community Hospital,Riverside,CA,92501-4199,25.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
239,Hemet Valley Medical Center,Hemet,CA,92543-3083,25.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
240,Mercy Medical Center Redding,Redding,CA,96001-2549,21.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
241,Antelope Valley Hospital,Lancaster,CA,93534-2894,10.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
242,"National Jewish Health, Denver-University of Colorado Hospital",Denver,CO,80206-2762,100.0,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
243,Parker Adventist Hospital,Parker,CO,80138-8573,72.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
244,Sky Ridge Medical Center,Lone Tree,CO,80124-5522,71.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
245,Medical Center of Aurora,Aurora,CO,80012-5411,66.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
246,Medical Center of the Rockies,Loveland,CO,80538-9004,65.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
247,Rose Medical Center,Denver,CO,80220-3941,64.6,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
248,Swedish Medical Center,Englewood,CO,80113-2702,63.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
249,Penrose Hospital/St. Francis Medical Center,Colorado Springs,CO,80907-6799,62.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
250,Porter Adventist Hospital,Denver,CO,80210-5876,61.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
251,Poudre Valley Hospital,Fort Collins,CO,80524-3998,59.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
252,Littleton Adventist Hospital,Littleton,CO,80122-2628,59.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
253,Boulder Community Foothills Hospital,Boulder,CO,80303-1133,58.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
254,Parkview Medical Center,Pueblo,CO,81003-2781,57.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
255,St. Mary's Medical Center (Grand Junction),Grand Junction,CO,81501-8209,56.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
256,St. Anthony Hospital (Lakewood),Lakewood,CO,80228-1527,56.5,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
257,Lutheran Medical Center (Wheat Ridge),Wheat Ridge,CO,80033-6005,56.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
258,North Colorado Medical Center,Greeley,CO,80631-5154,53.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
259,Memorial Hospital (Colorado Springs),Colorado Springs,CO,80909-5599,52.4,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
260,North Suburban Medical Center,Thornton,CO,80229-4341,49.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
261,Longmont United Hospital,Longmont,CO,80501-3162,46.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
262,St. Mary-Corwin Medical Center,Pueblo,CO,81004-3798,46.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
263,Yale-New Haven Hospital,New Haven,CT,06510-3202,78.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
264,Greenwich Hospital,Greenwich,CT,06830-4697,67.0,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
265,Stamford Hospital,Stamford,CT,06904-9317,64.5,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
266,Hartford Hospital,Hartford,CT,06102-8000,62.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
267,Bridgeport Hospital,Bridgeport,CT,06610-2805,62.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
268,St. Vincent's Medical Center,Bridgeport,CT,06606-4292,61.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
269,Middlesex Hospital,Middletown,CT,06457-3650,59.4,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
270,Norwalk Hospital,Norwalk,CT,06850-3894,59.3,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
271,Hospital of Central Connecticut,New Britain,CT,06052-2017,57.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
272,University of Connecticut Health Center - John Dempsey Hospital,Farmington,CT,06032-1941,56.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0.6"" prefix=""\00ab\00"
273,William W. Backus Hospital,Norwich,CT,06360-2740,55.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
274,Saint Mary's Hospital,Waterbury,CT,06706-1281,54.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
275,Danbury Hospital,Danbury,CT,06810-6099,53.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
276,Saint Francis Hospital and Medical Center,Hartford,CT,06105-1208,52.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing"
277,Griffin Hospital,Derby,CT,06418-1326,51.0,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
278,Lawrence and Memorial Hospital,New London,CT,06320-4769,44.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
279,Manchester Memorial Hospital,Manchester,CT,06040-4188,41.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
280,Bristol Hospital,Bristol,CT,06010-5161,34.2,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
281,Waterbury Hospital,Waterbury,CT,06708-2600,30.2,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
282,Christiana Hospital/Wilmington Hospital,Newark,DE,19718-0002,62.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
283,Bayhealth Kent General Hospital,Dover,DE,19901-3530,61.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
284,Beebe Medical Center,Lewes,DE,19958-1462,55.0,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolo
285,MedStar Georgetown University Hospital,Washington,DC,20007-2197,60.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing"
286,George Washington University Hospital,Washington,DC,20037-2342,56.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacin"
287,MedStar Washington Hospital Center,Washington,DC,20010-3017,52.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
288,Sibley Memorial Hospital,Washington,DC,20016-2633,51.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
289,UF Health Shands Hospital,Gainesville,FL,32610-3003,72.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
290,Florida Hospitals,Orlando,FL,32803-1248,68.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
291,Baptist Medical Center,Jacksonville,FL,32207-8202,68.0,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
292,Mayo Clinic,Jacksonville,FL,32224-1865,67.1,"racking-id=""scorecard-specialty-click"" href"
293,Cleveland Clinic Florida,Weston,FL,33331-3602,65.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
294,Tampa General Hospital,Tampa,FL,33606-3571,65.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
295,West Kendall Baptist Hospital,Miami,FL,33196-6408,63.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
296,Florida Hospital Wesley Chapel,Wesley Chapel,FL,33544-9207,62.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
297,Baptist Medical Center Beaches,Jacksonville Beach,FL,32250-3205,60.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
298,Mount Sinai Medical Center,Miami Beach,FL,33140-2948,60.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
299,UF Health Jacksonville,Jacksonville,FL,32209-6595,57.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
300,St. Joseph's Hospital (Tampa),Tampa,FL,33607-6387,56.9,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
301,H. Lee Moffitt Cancer Center and Research Institute,Tampa,FL,33612-9497,56.8,"racking-id=""scorecard-specialty-click"" href=""/best-ho"
302,South Miami Hospital,South Miami,FL,33143-4679,56.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolo
303,Doctors Hospital (Coral Gables),Coral Gables,FL,33146-2094,56.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
304,Flagler Hospital,Saint Augustine,FL,32086-5784,55.9,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
305,Memorial Hospital West,Pembroke Pines,FL,33028-1014,54.6,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
306,Martin Memorial Medical Center,Stuart,FL,34994-2346,54.5,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
307,South Lake Hospital,Clermont,FL,34711-1979,54.4,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
308,Memorial Hospital Miramar,Miramar,FL,33029-5592,53.5,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
309,Boca Raton Regional Hospital,Boca Raton,FL,33486-2368,52.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
310,Broward Health Coral Springs,Coral Springs,FL,33065-4108,52.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0.6"
311,University of Miami Hospital,Miami,FL,33136-1002,52.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing="""
312,NCH Hospitals,Naples,FL,34102-5754,51.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
313,Sarasota Memorial Hospital,Sarasota,FL,34239-3555,51.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
314,Broward Health Medical Center,Fort Lauderdale,FL,33316-2510,51.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
315,Orlando Regional Medical Center,Orlando,FL,32806,50.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
316,Morton Plant Hospital,Clearwater,FL,33756-3804,50.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
317,Florida Hospital Heartland/Florida Hospital Lake Placid,Sebring,FL,33872-1986,50.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
318,St. Anthony's Hospital,Saint Petersburg,FL,33705-1388,49.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolo
319,Florida Hospital Waterman,Tavares,FL,32778-5266,48.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
320,Lee Memorial Hospital,Fort Myers,FL,33901-5855,48.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
321,Baptist Hospital,Pensacola,FL,32501-2316,47.9,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
322,Gulf Coast Medical Center,Fort Myers,FL,33912-4300,47.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
